cos_sim,cos_wm_sim,alignment,length_ratio,distances,fuzzy_ratio,fuzzy_partial_ratio,fuzzy_token_sort,fuzzy_token_set,Score
0.573541756720362,0.3521937892251241,0.3333333333333333,0.714,8.572,0.49,0.53,0.53,0.55,5.0
0.7542532799785618,0.44164599323793313,0.5714285714285714,1.0,6.256,0.47,0.48,0.64,0.72,5.0
0.6696717404227438,0.39977813115780314,0.4,1.143,9.703,0.47,0.49,0.5,0.58,5.0
0.5497863958237251,0.3404348855812889,0.36363636363636365,0.571,8.499,0.46,0.53,0.51,0.55,5.0
0.4842562183982566,0.30799744775568194,0.3333333333333333,0.714,8.315,0.46,0.59,0.44,0.49,5.0
0.5410772705145698,0.33612386855325693,0.36363636363636365,0.571,8.386,0.44,0.55,0.46,0.64,5.0
0.557275351497266,0.3436763611281997,0.0,2.0,15.646,0.36,0.42,0.37,0.38,3.0
0.7687236207408401,0.46624200160182866,0.6,1.5,7.325,0.63,0.67,0.65,0.8,5.0
0.5208969083270779,0.3420650754392989,0.0,2.0,13.568,0.4,0.46,0.39,0.4,2.0
0.7400883421857498,0.45208344720514515,0.42857142857142855,1.333,7.191,0.64,0.73,0.69,0.69,5.0
0.7799054947254345,0.4717708170719892,0.275,5.667,45.376,0.23,0.62,0.23,0.88,5.0
0.8954853581230926,0.5289186384186091,0.6666666666666666,2.0,9.53,0.6,0.73,0.6,1.0,5.0
0.6189304021932768,0.39217757687553345,0.23529411764705882,1.833,11.045,0.47,0.56,0.45,0.45,5.0
0.44714311487839176,0.3051881787149558,0.2857142857142857,1.333,14.204,0.51,0.5,0.37,0.41,4.0
0.42851102776261313,0.29587213515706656,0.0,0.5,9.26,0.49,0.53,0.37,0.37,3.0
0.5655354518084909,0.36438434718000534,0.4444444444444444,0.5,8.066,0.45,0.68,0.48,0.48,4.5
0.5259795401697869,0.34460639136065335,0.14285714285714285,1.333,9.784,0.5,0.54,0.43,0.43,3.5
0.9005178219427086,0.5314069121960858,0.7058823529411765,1.833,8.963,0.62,0.73,0.62,1.0,5.0
0.9005178219427086,0.5314069121960858,0.7058823529411765,1.833,8.963,0.62,0.73,0.62,1.0,5.0
0.11811285117441102,0.14067304686296545,0.0,0.167,9.922,0.17,0.38,0.13,0.13,0.0
0.42851102776261313,0.29587213515706656,0.0,0.5,9.26,0.34,0.43,0.37,0.37,3.0
0.6314595199361869,0.3973463812438534,0.3333333333333333,2.0,10.88,0.52,0.67,0.49,0.49,3.5
0.6808186839241113,0.42277789395355714,0.24324324324324326,5.167,29.903,0.29,0.6,0.3,0.8,5.0
0.7905608193344656,0.47703928312867677,0.6,1.5,7.927,0.61,0.77,0.64,0.8,5.0
0.4275858500593654,0.29540954630544264,0.2222222222222222,0.5,8.967,0.36,0.57,0.38,0.38,2.0
0.7786184400044159,0.47113444001548554,0.5789473684210527,2.167,9.921,0.52,0.62,0.63,0.8,5.0
0.8161665201251896,0.489699879630757,0.6923076923076923,1.167,6.423,0.59,0.67,0.69,0.8,5.0
0.8972989655055746,0.5298153665132807,0.7058823529411765,1.833,9.048,0.63,0.73,0.63,1.0,5.0
0.8997094814308804,0.531007232720793,0.6666666666666666,2.0,9.872,0.58,0.73,0.58,1.0,5.0
0.8542019491440114,0.5085062862011744,0.5882352941176471,1.833,10.506,0.59,0.67,0.59,0.95,5.0
0.7742047124525299,0.46895209694816414,0.6,1.5,7.725,0.54,0.65,0.59,0.69,5.0
0.810021062123314,0.48666129206316305,0.6,2.333,12.927,0.45,0.63,0.49,0.94,5.0
0.9005178219427086,0.5314069121960858,0.7058823529411765,1.833,8.963,0.62,0.73,0.62,1.0,5.0
0.4677163544869234,0.3154747985192216,0.0,2.0,12.363,0.4,0.44,0.37,0.37,3.5
0.8084848175759295,0.4859017044814007,0.6666666666666666,1.5,8.044,0.7,0.83,0.72,0.75,5.0
0.8923859069774502,0.5273861320188192,0.9230769230769231,1.167,4.949,0.75,0.67,0.75,0.92,5.0
0.4435874606777621,0.303410351614641,0.0,1.167,10.377,0.35,0.38,0.35,0.35,3.0
0.5766020664076119,0.3699176544795659,0.06896551724137931,3.833,23.527,0.31,0.46,0.31,0.32,3.5
0.597407569139452,0.36140176054488665,0.35714285714285715,1.8,22.489,0.39,0.52,0.44,0.52,4.0
0.3727712900011942,0.24908362097575773,0.0,2.4,14.044,0.32,0.45,0.33,0.34,4.0
0.7834593736459087,0.45338446537215293,0.7857142857142857,1.8,9.534,0.46,0.65,0.6,0.92,5.0
0.3412541821386906,0.2333250670445059,0.4444444444444444,0.8,8.599,0.37,0.45,0.33,0.33,3.0
0.6752016770906334,0.3999773350715505,0.6,3.0,21.102,0.43,0.62,0.43,0.92,5.0
0.5726300443747856,0.34937532959839895,0.35714285714285715,1.8,14.552,0.66,0.7,0.7,0.68,5.0
0.5131521151218754,0.3200328845002966,0.3333333333333333,2.6,20.568,0.45,0.6,0.5,0.54,5.0
0.4004277524039604,0.26291185217714086,0.42857142857142855,0.4,8.199,0.32,0.36,0.32,0.32,2.5
0.5104327856011659,0.31791436877574364,0.3333333333333333,1.4,19.608,0.4,0.46,0.39,0.39,4.0
0.7744503577129344,0.44894001751188567,0.391304347826087,3.6,20.174,0.32,0.65,0.31,0.82,5.0
0.4732381061033584,0.2993170290268399,0.25,1.4,10.442,0.39,0.43,0.41,0.41,3.5
0.4829357729902875,0.3041658624703044,0.625,0.6,8.432,0.43,0.48,0.46,0.47,4.0
0.22275712190476246,0.17407653692754188,0.0,1.2,12.658,0.24,0.33,0.21,0.21,4.5
0.27952637939992947,0.20246116567512534,0.0,0.4,8.483,0.26,0.43,0.3,0.3,2.5
0.6020447440430048,0.36388658143472036,0.3333333333333333,1.4,9.114,0.61,0.62,0.55,0.59,5.0
0.7594832207056256,0.4415562299216133,0.48148148148148145,4.4,27.586,0.31,0.65,0.39,0.92,5.0
0.6454243703702109,0.38541016116026616,0.35714285714285715,4.6,23.746,0.29,0.55,0.33,0.36,4.5
0.49882937271628247,0.31296699824687074,0.16666666666666666,3.8,19.762,0.28,0.43,0.43,0.44,5.0
0.5956136782621763,0.3607139223161783,0.30434782608695654,3.6,23.972,0.42,0.62,0.4,0.57,5.0
0.5411870376560945,0.3338634462838447,0.4,1.0,8.155,0.44,0.5,0.51,0.53,5.0
0.7016190763910977,0.4130099187264462,0.6,1.0,6.118,0.7,0.73,0.7,0.75,5.0
0.6104978133878511,0.3679468826690862,0.5,1.8,11.1,0.49,0.55,0.46,0.6,4.0
0.4999832478510876,0.31268959990070444,0.2857142857142857,0.4,7.251,0.29,0.4,0.29,0.29,3.0
0.5654513898231411,0.34583386001958766,0.2631578947368421,2.8,17.175,0.47,0.48,0.43,0.43,5.0
0.3511675872955824,0.23828176962295186,0.1,3.0,20.819,0.3,0.32,0.33,0.33,4.5
0.7473463674016823,0.43556871562500127,0.5714285714285714,1.8,8.666,0.56,0.75,0.61,0.82,5.0
0.5588256928356146,0.3425651828390745,0.25,2.2,17.388,0.39,0.5,0.4,0.43,5.0
0.6648755675068682,0.39488312101022627,0.3333333333333333,1.4,7.993,0.58,0.57,0.53,0.57,5.0
0.4775064407379773,0.3024476851375735,0.11764705882352941,2.4,14.044,0.38,0.48,0.45,0.46,5.0
0.7170394376535635,0.42121769480194243,0.5,2.2,10.025,0.39,0.4,0.41,0.43,4.0
0.5475566417817315,0.34000643054944757,0.3,1.222,14.204,0.44,0.48,0.45,0.47,2.5
0.46126466608750266,0.2968604427023331,0.0,1.556,17.881,0.39,0.44,0.41,0.4,3.0
0.6599803878260535,0.3962566487176046,0.25,1.222,14.393,0.43,0.5,0.46,0.55,5.0
0.844707083738373,0.48554121840855907,0.6666666666666666,1.0,8.179,0.49,0.5,0.63,0.68,5.0
0.4598875958317759,0.2961719075744697,0.0,0.556,13.518,0.35,0.42,0.29,0.31,2.5
0.6120768889697225,0.37226655414344295,0.125,0.778,12.33,0.46,0.51,0.52,0.5,2.0
0.6704916371278535,0.40147392822250855,0.3333333333333333,1.333,12.898,0.41,0.47,0.5,0.56,3.5
0.5265455039759658,0.3295008616465647,0.0,1.111,13.817,0.43,0.45,0.4,0.42,4.0
0.3804631321890267,0.25645967575309514,0.25,0.778,14.351,0.44,0.45,0.43,0.45,3.5
0.6560829311147844,0.39437287797382453,0.22580645161290322,2.444,25.17,0.35,0.53,0.34,0.39,5.0
0.6701270051592482,0.4011608470953154,0.4375,0.778,11.639,0.51,0.53,0.58,0.59,5.0
0.4901336759524422,0.3112949476348029,0.13333333333333333,0.667,13.506,0.52,0.58,0.43,0.5,3.0
0.23426690558850366,0.1833615624528336,0.0,0.444,14.982,0.3,0.41,0.32,0.34,4.0
0.4004252203929234,0.2664407198550434,0.0,0.556,14.532,0.44,0.44,0.39,0.38,3.5
0.7062668559689942,0.4193615376430789,0.5,0.556,11.045,0.39,0.46,0.57,0.6,4.0
0.6805520883873931,0.40619963732225206,0.5,0.556,11.212,0.43,0.56,0.55,0.78,5.0
0.4098388711910162,0.27114754525408985,0.0,0.778,14.017,0.4,0.43,0.4,0.42,3.0
0.36232151040998584,0.2473888648635747,0.0,0.444,14.468,0.43,0.43,0.31,0.31,4.0
0.5526401224083404,0.34254817086275197,0.0,1.0,14.639,0.35,0.38,0.46,0.47,2.0
0.4725196050730796,0.3056506037203339,0.1111111111111111,1.0,14.068,0.42,0.44,0.39,0.43,5.0
0.29703082964747873,0.21474352448232115,0.0,0.333,14.61,0.35,0.39,0.29,0.31,2.5
0.5555527659317353,0.34400449262444943,0.29411764705882354,0.889,12.804,0.46,0.49,0.42,0.46,4.0
0.4014519943299225,0.26695410682354304,0.0,0.667,14.547,0.4,0.42,0.39,0.38,3.5
0.4430796839400377,0.28776795162860064,0.0,0.889,14.122,0.4,0.4,0.4,0.41,3.5
0.4313402738687359,0.2818982465929497,0.26666666666666666,0.667,14.691,0.49,0.51,0.46,0.5,1.5
0.6519985748017925,0.3923987724225451,0.35714285714285715,0.556,11.533,0.42,0.47,0.5,0.53,5.0
0.2563599324478309,0.19440807588249723,0.0,0.444,15.726,0.33,0.47,0.33,0.31,4.0
0.36977100681597774,0.25111361306657065,0.15384615384615385,0.444,14.834,0.41,0.44,0.41,0.46,2.5
0.19842174649210587,0.1654389829046347,0.0,0.222,15.008,0.21,0.45,0.16,0.17,3.5
0.6715826659378921,0.40201944262752776,0.11904761904761904,3.667,34.258,0.31,0.48,0.31,0.31,2.5
0.9999999999999998,0.5765588224483893,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.46569715125675254,0.31070968571852176,0.4,4.0,7.017,0.45,1.0,0.45,1.0,4.5
0.9999999999999998,0.5765588224483893,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.32017851834020616,0.24064703151060887,0.13333333333333333,14.0,22.47,0.14,1.0,0.14,1.0,5.0
0.9999999999999998,0.5765588224483893,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.16321203165330694,0.15946712591679899,0.0,6.0,14.282,0.23,0.44,0.2,0.3,4.0
0.24100496383892833,0.19836359200960968,0.0,23.0,36.982,0.07,0.33,0.08,0.12,3.5
0.22532113102252535,0.19052167560140817,0.0,6.0,10.386,0.22,0.33,0.22,0.24,3.5
0.9999999999999998,0.5765588224483893,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.19072839788784668,0.17322530903406885,0.0,8.0,10.467,0.22,0.44,0.22,0.22,4.0
0.28487333178321805,0.22320211580009708,0.10526315789473684,18.0,29.329,0.1,1.0,0.1,1.0,5.0
0.9999999999999998,0.5765588224483893,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.24170377946803953,0.19871299982416527,0.0,4.0,5.912,0.2,0.33,0.2,0.2,3.0
0.24713379884992723,0.2014280095151091,0.0,5.0,7.768,0.28,0.33,0.23,0.23,3.0
0.9999999999999998,0.5765588224483893,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.2808367387729774,0.2212075639597429,0.0625,31.0,50.865,0.06,1.0,0.06,1.0,5.0
0.19286268845618604,0.1742924543182385,0.0,8.0,11.708,0.18,0.44,0.21,0.24,2.0
0.342084478736656,0.2514711531182664,0.2,9.0,12.384,0.23,1.0,0.23,1.0,5.0
0.15888121945646916,0.15730171981838006,0.0,6.0,21.022,0.19,0.44,0.17,0.27,4.0
0.46520678350663447,0.31230805665166755,0.25,7.0,9.153,0.27,1.0,0.27,1.0,5.0
0.24755998454860662,0.20164110236444882,0.0,12.0,16.975,0.15,0.44,0.15,0.17,4.0
0.32181996508649763,0.24145809931465878,0.1,19.0,26.52,0.1,1.0,0.1,1.0,5.0
0.9999999999999998,0.5765588224483893,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.9999999999999998,0.5765588224483893,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.9999999999999998,0.5765588224483893,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.9999999999999998,0.5765588224483893,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.13368117583928815,0.14470169800978958,0.0,3.0,10.157,0.25,0.22,0.25,0.29,4.0
0.9999999999999998,0.5765588224483893,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.9999999999999998,0.5765588224483893,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.2478187686453998,0.2017704944128454,0.0,9.0,16.169,0.17,0.56,0.17,0.23,2.5
0.6426101722249342,0.39009698887053734,0.3333333333333333,1.5,18.648,0.43,0.46,0.47,0.54,5.0
0.6445171045308242,0.3907268203423698,0.3,0.667,13.187,0.38,0.41,0.41,0.43,4.0
0.6856993579992716,0.4113101264825188,0.21052631578947367,0.583,12.565,0.47,0.51,0.53,0.55,5.0
0.7796846557710713,0.45831059596249324,0.25,1.667,17.212,0.45,0.53,0.5,0.57,4.0
0.7019260775763998,0.41943130686515756,0.3333333333333333,0.5,12.69,0.54,0.65,0.5,0.69,4.0
0.7119556066564781,0.42423627966760513,0.3333333333333333,0.5,12.118,0.44,0.56,0.46,0.58,5.0
0.5472359942741882,0.34208626521405167,0.17391304347826086,0.917,14.702,0.45,0.47,0.44,0.46,4.5
0.4534162109218423,0.29517637353787873,0.2,0.667,17.723,0.36,0.43,0.41,0.34,3.0
0.4313702356422873,0.28610194316831117,0.13333333333333333,0.25,15.9,0.31,0.58,0.29,0.48,5.0
0.805974272472897,0.4705223920695344,0.48148148148148145,1.25,14.824,0.49,0.56,0.58,0.68,5.0
0.7294797850864521,0.43320816062018364,0.2,0.667,12.151,0.46,0.49,0.49,0.48,4.5
0.652664620199798,0.3948005781768566,0.11764705882352941,0.417,14.761,0.46,0.5,0.42,0.44,4.5
0.3025307271561108,0.219733631655013,0.0,0.25,16.478,0.19,0.43,0.16,0.17,3.0
0.43013636936624433,0.2835364527600797,0.0,1.083,17.474,0.34,0.38,0.37,0.36,4.0
0.4705970604986967,0.303766798326306,0.08333333333333333,1.0,16.454,0.37,0.37,0.37,0.38,3.0
0.7616810627285343,0.44871650419538667,0.3333333333333333,1.5,18.048,0.4,0.48,0.5,0.53,5.0
0.7009345624544229,0.41893554930416904,0.3333333333333333,1.25,13.989,0.45,0.47,0.44,0.47,3.0
0.6507380767853655,0.39409841880798047,0.19047619047619047,0.75,13.14,0.47,0.47,0.5,0.56,5.0
0.7909156931971852,0.46310893765687633,0.4583333333333333,1.0,13.027,0.53,0.53,0.66,0.66,5.0
0.7602682644659053,0.44802097274301544,0.2857142857142857,0.75,11.48,0.52,0.53,0.58,0.64,5.0
0.7494148802708474,0.4426777682162177,0.35,0.667,11.416,0.52,0.59,0.54,0.63,5.0
0.46557999704440123,0.3012582665991582,0.13333333333333333,0.25,15.466,0.25,0.48,0.3,0.47,4.5
,,0.0,0.0,17.241,0.0,0.0,0.0,0.0,3.5
0.581939228842861,0.36022821674397826,0.18181818181818182,0.833,14.94,0.44,0.44,0.44,0.51,5.0
0.11060518897577572,0.12377086256484546,0.0,0.083,17.185,0.11,0.38,0.09,0.1,0.0
0.8066922790120081,0.47087587221186605,0.4642857142857143,1.333,15.998,0.5,0.6,0.54,0.6,5.0
0.48942783964466174,0.3131821878992885,0.125,0.333,15.417,0.25,0.55,0.26,0.48,3.0
0.7140467898169387,0.4252657852235242,0.375,0.333,13.346,0.45,0.68,0.47,0.83,5.0
0.4922516106585507,0.316074312407087,0.1,0.667,16.682,0.46,0.47,0.46,0.51,5.0
0.5750232915726211,0.3559799138632682,0.2727272727272727,0.833,14.638,0.43,0.44,0.43,0.45,3.0
0.3336191472674259,0.23416088190783277,0.2222222222222222,1.25,7.397,0.33,0.35,0.41,0.41,2.5
,,0.0,0.0,5.149,0.0,0.0,0.0,0.0,3.5
0.8808206592012001,0.5054582203584977,0.875,1.0,2.612,0.68,0.67,0.87,0.92,5.0
0.3417881591300689,0.23824538783915428,0.25,1.0,9.649,0.37,0.58,0.4,0.47,3.5
0.6640808962186802,0.39949655845593235,0.45454545454545453,1.75,8.206,0.42,0.62,0.44,0.73,5.0
0.509672088725048,0.32400780812571217,0.6,0.25,4.494,0.32,1.0,0.32,1.0,5.0
0.280212443490565,0.20745753001940237,0.0,0.25,5.024,0.2,0.5,0.2,0.2,3.5
0.5992586428829236,0.36698062971558165,0.7142857142857143,0.75,4.298,0.44,0.6,0.49,0.75,2.0
0.35948890392792965,0.24709576023808466,0.25,1.0,6.933,0.33,0.37,0.33,0.33,4.0
0.6270724044931993,0.3808875105207195,0.22727272727272727,4.5,24.622,0.25,0.65,0.27,0.73,4.5
0.636142866768171,0.3854227416582054,0.4375,3.0,12.458,0.37,0.58,0.39,0.73,4.5
0.7859477112879159,0.4590758902675587,0.7142857142857143,0.75,3.303,0.64,0.67,0.77,0.83,5.0
,,0.0,0.0,5.149,0.0,0.0,0.0,0.0,2.5
0.6589560730357913,0.3969910893442978,0.7142857142857143,0.75,4.293,0.52,0.6,0.74,0.86,5.0
0.3213198262020408,0.2280112213751402,0.0,0.5,5.48,0.38,0.39,0.38,0.38,2.0
0.7556123862393719,0.44424528691049275,0.47368421052631576,3.75,15.256,0.3,0.62,0.37,1.0,5.0
0.2707365885671412,0.20271960255769045,0.0,0.75,6.73,0.36,0.37,0.31,0.31,3.5
0.39310075248895315,0.2639016845185964,0.125,3.0,19.201,0.25,0.38,0.22,0.29,3.0
0.25151830890805227,0.19311046272814597,0.0,0.75,6.471,0.46,0.46,0.41,0.41,2.0
0.7321227941259638,0.43276148632171546,0.625,1.0,4.568,0.55,0.69,0.62,0.73,5.0
0.6533126686314898,0.39423209163552825,0.8571428571428571,0.75,3.965,0.58,0.68,0.58,0.64,5.0
0.509672088725048,0.32400780812571217,0.6,0.25,4.494,0.32,1.0,0.32,1.0,5.0
0.536589975392691,0.33564629597046536,0.2727272727272727,1.75,7.087,0.45,0.5,0.36,0.47,3.0
0.35504539270946184,0.24487400462885078,0.375,1.0,6.554,0.38,0.41,0.46,0.46,4.5
0.05982812933890667,0.09726537294357318,0.0,0.25,5.903,0.29,0.38,0.29,0.29,0.0
0.6098592514000054,0.37228093397412254,0.6,0.25,4.356,0.21,1.0,0.21,1.0,2.0
0.5849334612214758,0.3608022569017436,0.5714285714285714,0.75,4.351,0.61,0.65,0.39,0.62,5.0
0.40837231843405586,0.2715374674911477,0.4,0.25,4.701,0.14,0.67,0.14,0.14,2.5
0.23949732610556593,0.1870999713269028,0.0,1.0,7.251,0.33,0.41,0.28,0.28,4.5
0.5597143818660072,0.3472084992071235,0.5,2.0,8.401,0.38,0.5,0.51,0.67,3.5
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,1.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,1.0
0.18616281971204374,,0.0,0.333,4.952,0.21,0.4,0.21,0.21,5.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,1.0
0.6272728738726783,,0.2222222222222222,2.0,9.56,0.34,0.64,0.31,0.53,5.0
0.27305923656227904,,0.0,0.333,5.119,0.35,0.33,0.35,0.35,5.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,5.0
0.35469837669159315,,0.0,2.0,8.699,0.31,0.5,0.31,0.31,1.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,5.0
0.33022801145935704,,0.0,0.333,5.29,0.67,0.86,0.67,0.67,5.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,1.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,1.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,5.0
0.13664439569762163,,0.0,0.333,5.492,0.27,0.25,0.27,0.27,0.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,1.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,1.0
0.312072100576346,,0.0,3.0,11.806,0.23,0.43,0.23,0.24,5.0
,,0.0,0.0,4.916,0.0,0.0,0.0,0.0,5.0
0.25300283613506486,,0.0,6.0,7.951,0.08,0.67,0.11,0.11,2.5
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,5.0
0.09163140942365146,,0.0,1.0,4.44,0.0,0.0,0.0,0.0,5.0
0.5609186776732656,,0.10526315789473684,18.0,25.162,0.04,1.0,0.04,1.0,4.5
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,5.0
0.7363180121045457,,0.5,3.0,4.394,0.4,1.0,0.4,1.0,4.0
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,5.0
0.3255763289561005,,0.0,1.0,3.683,0.22,0.33,0.22,0.22,1.0
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,1.0
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,5.0
0.9999999999999998,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.5702910246963176,,0.15384615384615385,12.0,14.698,0.07,1.0,0.07,1.0,5.0
0.15331870607090736,,0.0,2.0,4.84,0.21,0.33,0.11,0.11,2.5
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,4.5
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,5.0
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,5.0
0.7921486237557005,,0.6666666666666666,2.0,3.326,0.46,1.0,0.46,1.0,2.5
,,0.0,0.0,2.999,0.0,0.0,0.0,0.0,5.0
0.07534847810325954,,0.0,1.0,3.964,0.22,0.33,0.22,0.22,1.0
0.6800920977538587,0.41064128638315184,0.3333333333333333,1.0,16.336,0.52,0.52,0.54,0.58,3.0
0.6043187537540198,0.3738838768422124,0.2727272727272727,0.833,15.938,0.44,0.44,0.5,0.54,5.0
0.554776681140453,0.347983578076449,0.3333333333333333,0.5,13.539,0.37,0.53,0.45,0.67,3.5
0.7354393005424034,0.43798725527208887,0.4090909090909091,0.833,11.102,0.48,0.56,0.63,0.62,5.0
0.5335075957152574,0.3373490353638512,0.3,0.667,13.907,0.38,0.47,0.45,0.5,2.0
0.6698991947054868,0.40594542575181847,0.25,1.0,14.418,0.47,0.48,0.46,0.51,5.0
0.6630804535654696,0.4021354642889573,0.6153846153846154,1.167,17.914,0.64,0.67,0.64,0.75,4.5
0.6654647497713515,0.40332761239189824,0.1,0.667,12.159,0.48,0.51,0.48,0.47,4.5
0.7881303112871383,0.46374730496951483,0.5,1.0,10.229,0.61,0.61,0.64,0.62,5.0
0.6590080402527038,0.4006208613526801,0.4,0.667,12.682,0.48,0.57,0.59,0.63,5.0
0.7248378016863531,0.4328043002757976,0.47619047619047616,0.75,11.22,0.62,0.7,0.62,0.75,5.0
0.6263638739255785,0.3837771744690117,0.3,0.667,13.816,0.47,0.51,0.46,0.56,3.0
0.6334417089710487,0.3873160919917468,0.2,0.667,12.618,0.38,0.46,0.42,0.48,3.0
0.6978605937153517,0.41952553436389833,0.4,0.667,11.702,0.48,0.55,0.44,0.53,4.5
0.7858603255892715,0.46352540030085826,0.5384615384615384,1.167,11.902,0.48,0.51,0.6,0.69,4.5
0.6142488912617791,0.37771968313711196,0.1,0.667,12.841,0.4,0.47,0.41,0.49,4.0
0.7266071833678915,0.43389882919016826,0.34782608695652173,0.917,11.89,0.51,0.52,0.55,0.6,3.5
0.7545406962082422,0.44786558561034356,0.5,0.833,10.682,0.49,0.57,0.55,0.69,3.0
0.5151254262843344,0.32815795064838965,0.3333333333333333,0.5,13.95,0.37,0.48,0.44,0.6,4.0
0.6559775575573882,0.3985840162849166,0.47619047619047616,0.75,15.037,0.48,0.51,0.56,0.62,4.5
0.7742579985518375,0.45696528541003445,0.5416666666666666,1.0,10.542,0.62,0.65,0.67,0.7,5.0
0.5891418573174594,0.3651661661649521,0.21052631578947367,0.583,13.421,0.42,0.51,0.47,0.48,4.0
0.6490740131865836,0.3957642258981325,0.38095238095238093,0.75,12.64,0.51,0.53,0.6,0.62,5.0
0.7259059292771517,0.4333264959868547,0.39285714285714285,1.333,13.476,0.54,0.52,0.56,0.57,5.0
0.7211850514898237,0.4311877632511343,0.2727272727272727,0.833,11.916,0.52,0.52,0.55,0.54,4.0
0.647213812233596,0.3942021436230205,0.3,0.667,12.548,0.44,0.51,0.54,0.56,4.5
0.7286524073785688,0.4346692186142142,0.4444444444444444,0.5,11.269,0.59,0.63,0.59,0.69,5.0
0.5394133905096103,0.34030193276102766,0.3181818181818182,0.833,14.546,0.42,0.5,0.52,0.6,4.0
0.6183755589273425,0.37352538830028237,0.19047619047619047,0.75,16.455,0.45,0.46,0.55,0.51,5.0
0.5790207675816105,0.3536813224311579,0.09090909090909091,0.833,15.956,0.43,0.44,0.44,0.43,4.5
0.6013678590875764,0.3651430219506833,0.3333333333333333,0.5,12.556,0.37,0.55,0.39,0.48,5.0
0.8335962845369964,0.4795984602078975,0.4782608695652174,0.917,11.065,0.49,0.5,0.66,0.63,5.0
0.5239801960704935,0.3261610366755994,0.0,0.667,15.046,0.42,0.41,0.35,0.34,4.5
0.5386882093796109,0.33351504333015813,0.09523809523809523,0.75,14.328,0.43,0.45,0.44,0.46,4.5
0.7623754544860527,0.4444967653970752,0.4,1.083,14.792,0.45,0.48,0.6,0.61,5.0
0.4570539389413907,0.29401687559292033,0.1,0.667,14.114,0.36,0.49,0.41,0.47,5.0
0.7192496205809317,0.4232418901152656,0.3333333333333333,1.0,12.532,0.48,0.49,0.52,0.57,5.0
